# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1179411	1180175	-	WP_005896714.1	WP_005896714.1		hypothetical protein		45634945	AT688_RS05725	765	254	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1180193	1181038	-						45634946	AT688_RS05730	846		old_locus_tag=ERS445057_01166
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1180193	1181038	-	WP_005896717.1	WP_005896717.1		S1-like domain-containing RNA-binding protein		45634946	AT688_RS05730	846	281	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1181215	1181742	-						45634947	AT688_RS05735	528		old_locus_tag=ERS445057_01167
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1181215	1181742	-	WP_005896720.1	WP_005896720.1		hypothetical protein		45634947	AT688_RS05735	528	175	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1181761	1182936	-						45634948	AT688_RS05740	1176		old_locus_tag=ERS445057_01168
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1181761	1182936	-	WP_032842692.1	WP_032842692.1		GNAT family N-acetyltransferase		45634948	AT688_RS05740	1176	391	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1182947	1183270	-						45634949	AT688_RS05745	324		old_locus_tag=ERS445057_01169
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1182947	1183270	-	WP_005896726.1	WP_005896726.1		branched-chain amino acid transporter permease		45634949	AT688_RS05745	324	107	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1183263	1183967	-						45634950	AT688_RS05750	705		old_locus_tag=ERS445057_01170
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1183263	1183967	-	WP_032842693.1	WP_032842693.1		AzlC family ABC transporter permease		45634950	AT688_RS05750	705	234	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1184036	1184827	-						45634951	AT688_RS05755	792		old_locus_tag=ERS445057_01171
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1184036	1184827	-	WP_005896731.1	WP_005896731.1		MBL fold metallo-hydrolase		45634951	AT688_RS05755	792	263	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1184849	1185280	-						45634952	AT688_RS05760	432		old_locus_tag=ERS445057_01172
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1184849	1185280	-	WP_005896735.1	WP_005896735.1		MarR family transcriptional regulator		45634952	AT688_RS05760	432	143	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1185382	1186290	-						45634953	AT688_RS05765	909		old_locus_tag=ERS445057_01173
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1185382	1186290	-	WP_005896738.1	WP_005896738.1		DMT family transporter		45634953	AT688_RS05765	909	302	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1186628	1188208	+						45634954	AT688_RS05770	1581		old_locus_tag=ERS445057_01174
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1186628	1188208	+	WP_005896741.1	WP_005896741.1		nitrite/sulfite reductase		45634954	AT688_RS05770	1581	526	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1188209	1190017	+						45634955	AT688_RS05775	1809		old_locus_tag=ERS445057_01175
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1188209	1190017	+	WP_005896744.1	WP_005896744.1		aryl-sulfate sulfotransferase		45634955	AT688_RS05775	1809	602	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1190031	1190783	+						45634956	AT688_RS05780	753		old_locus_tag=ERS445057_01176
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1190031	1190783	+	WP_005896746.1	WP_005896746.1		ABC transporter permease		45634956	AT688_RS05780	753	250	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1190796	1191557	+						45634957	AT688_RS05785	762		old_locus_tag=ERS445057_01177
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1190796	1191557	+	WP_005896749.1	WP_005896749.1		ABC transporter ATP-binding protein		45634957	AT688_RS05785	762	253	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1191579	1192616	+						45634958	AT688_RS05790	1038		old_locus_tag=ERS445057_01178
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1191579	1192616	+	WP_005896752.1	WP_005896752.1		ABC transporter substrate-binding protein		45634958	AT688_RS05790	1038	345	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1192652	1193278	-						45634959	AT688_RS05795	627		old_locus_tag=ERS445057_01179
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1192652	1193278	-	WP_005896755.1	WP_005896755.1		hypothetical protein		45634959	AT688_RS05795	627	208	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1193291	1193770	-						45634960	AT688_RS05800	480		old_locus_tag=ERS445057_01180
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1193291	1193770	-	WP_005896758.1	WP_005896758.1		flavodoxin family protein		45634960	AT688_RS05800	480	159	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1193785	1194381	-						45634961	AT688_RS05805	597		old_locus_tag=ERS445057_01181
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1193785	1194381	-	WP_005896761.1	WP_005896761.1		TetR/AcrR family transcriptional regulator		45634961	AT688_RS05805	597	198	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1194555	1195736	+						45634962	AT688_RS05810	1182		old_locus_tag=ERS445057_01182
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1194555	1195736	+	WP_005896764.1	WP_005896764.1		class I SAM-dependent rRNA methyltransferase		45634962	AT688_RS05810	1182	393	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1195752	1196291	+						45634963	AT688_RS05815	540		old_locus_tag=ERS445057_01183
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1195752	1196291	+	WP_005896766.1	WP_005896766.1		CvpA family protein		45634963	AT688_RS05815	540	179	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1196300	1197379	+						45634964	AT688_RS05820	1080		old_locus_tag=ERS445057_01184
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1196300	1197379	+	WP_005896767.1	WP_005896767.1		LptF/LptG family permease		45634964	AT688_RS05820	1080	359	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1197379	1198470	+						45634965	AT688_RS05825	1092		old_locus_tag=ERS445057_01185
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1197379	1198470	+	WP_005896769.1	WP_005896769.1		LptF/LptG family permease		45634965	AT688_RS05825	1092	363	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1198489	1199715	+						45634966	AT688_RS05830	1227		old_locus_tag=ERS445057_01186
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1198489	1199715	+	WP_005896771.1	WP_005896771.1		insulinase family protein		45634966	AT688_RS05830	1227	408	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1199717	1200157	+					dut	45634967	AT688_RS05835	441		old_locus_tag=ERS445057_01187
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1199717	1200157	+	WP_005896773.1	WP_005896773.1		dUTP diphosphatase	dut	45634967	AT688_RS05835	441	146	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1200177	1201277	+					rodA	45634968	AT688_RS05840	1101		old_locus_tag=ERS445057_01188
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1200177	1201277	+	WP_005896775.1	WP_005896775.1		rod shape-determining protein RodA	rodA	45634968	AT688_RS05840	1101	366	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1201277	1202146	+						45634969	AT688_RS05845	870		old_locus_tag=ERS445057_01189
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1201277	1202146	+	WP_005896777.1	WP_005896777.1		RluA family pseudouridine synthase		45634969	AT688_RS05845	870	289	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1202183	1203475	+						45634970	AT688_RS05850	1293		old_locus_tag=ERS445057_01190
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1202183	1203475	+	WP_005896779.1	WP_005896779.1		NCS2 family permease		45634970	AT688_RS05850	1293	430	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1203618	1203926	+						45634971	AT688_RS05855	309		old_locus_tag=ERS445057_01191
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1203618	1203926	+	WP_005896781.1	WP_005896781.1		HU family DNA-binding protein		45634971	AT688_RS05855	309	102	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1204016	1204480	+						45634972	AT688_RS05860	465		old_locus_tag=ERS445057_01192
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1204016	1204480	+	WP_005896783.1	WP_005896783.1		pyridoxamine 5'-phosphate oxidase family protein		45634972	AT688_RS05860	465	154	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1204561	1207149	-						45634973	AT688_RS05865	2589		old_locus_tag=ERS445057_01193
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1204561	1207149	-	WP_005896786.1	WP_005896786.1		calcium-translocating P-type ATPase, PMCA-type		45634973	AT688_RS05865	2589	862	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1207458	1208234	+						45634974	AT688_RS05875	777		old_locus_tag=ERS445057_01195
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1207458	1208234	+	WP_005896788.1	WP_005896788.1		enoyl-CoA hydratase-related protein		45634974	AT688_RS05875	777	258	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1208250	1209089	+						45634975	AT688_RS05880	840		old_locus_tag=ERS445057_01196
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1208250	1209089	+	WP_005896790.1	WP_005896790.1		3-hydroxybutyryl-CoA dehydrogenase		45634975	AT688_RS05880	840	279	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1209106	1209861	-						45634976	AT688_RS05885	756		old_locus_tag=ERS445057_01197
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1209106	1209861	-	WP_005896792.1	WP_005896792.1		hypothetical protein		45634976	AT688_RS05885	756	251	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1209858	1210277	-						45634977	AT688_RS05890	420		old_locus_tag=ERS445057_01198
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1209858	1210277	-	WP_032842694.1	WP_032842694.1		hypothetical protein		45634977	AT688_RS05890	420	139	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1210264	1211076	-						45634978	AT688_RS05895	813		old_locus_tag=ERS445057_01199
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1210264	1211076	-	WP_005896794.1	WP_005896794.1		hypothetical protein		45634978	AT688_RS05895	813	270	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1211079	1211969	-						45634979	AT688_RS05900	891		old_locus_tag=ERS445057_01200
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1211079	1211969	-	WP_005896796.1	WP_005896796.1		lysophospholipid acyltransferase family protein		45634979	AT688_RS05900	891	296	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1212088	1212789	+						45634980	AT688_RS05905	702		old_locus_tag=ERS445057_01201
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1212088	1212789	+	WP_005900142.1	WP_005900142.1		5'-methylthioadenosine/adenosylhomocysteine nucleosidase		45634980	AT688_RS05905	702	233	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1212789	1214036	+						45634981	AT688_RS05910	1248		old_locus_tag=ERS445057_01202
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1212789	1214036	+	WP_005896799.1	WP_005896799.1		bifunctional folylpolyglutamate synthase/dihydrofolate synthase		45634981	AT688_RS05910	1248	415	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1214029	1214880	+						45634982	AT688_RS05915	852		old_locus_tag=ERS445057_01203
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1214029	1214880	+	WP_005896801.1	WP_005896801.1		hypothetical protein		45634982	AT688_RS05915	852	283	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1214903	1216750	+					hprK	45634983	AT688_RS05920	1848		old_locus_tag=ERS445057_01204
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1214903	1216750	+	WP_005900144.1	WP_005900144.1		HPr(Ser) kinase/phosphatase	hprK	45634983	AT688_RS05920	1848	615	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1216769	1217734	+						45634984	AT688_RS05925	966		old_locus_tag=ERS445057_01205
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1216769	1217734	+	WP_005896805.1	WP_005896805.1		bifunctional oligoribonuclease/PAP phosphatase NrnA		45634984	AT688_RS05925	966	321	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1217821	1218117	+						45634985	AT688_RS05930	297		old_locus_tag=ERS445057_01206
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1217821	1218117	+	WP_005896807.1	WP_005896807.1		cell division protein SepF		45634985	AT688_RS05930	297	98	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1218202	1219185	+						45634986	AT688_RS05935	984		old_locus_tag=ERS445057_01207
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1218202	1219185	+	WP_005896809.1	WP_005896809.1		hypothetical protein		45634986	AT688_RS05935	984	327	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1219198	1220004	+						45634987	AT688_RS05940	807		old_locus_tag=ERS445057_01208
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1219198	1220004	+	WP_005896811.1	WP_005896811.1		DUF1963 domain-containing protein		45634987	AT688_RS05940	807	268	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1220026	1220553	+						45634988	AT688_RS05945	528		old_locus_tag=ERS445057_01209
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1220026	1220553	+	WP_005896813.1	WP_005896813.1		DUF3592 domain-containing protein		45634988	AT688_RS05945	528	175	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1220715	1221119	+						45634989	AT688_RS05950	405		old_locus_tag=ERS445057_01210
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1220715	1221119	+	WP_005896815.1	WP_005896815.1		YbgA family protein		45634989	AT688_RS05950	405	134	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1221103	1221486	+						45634990	AT688_RS05955	384		old_locus_tag=ERS445057_01211
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1221103	1221486	+	WP_005896817.1	WP_005896817.1		TIGR02328 family protein		45634990	AT688_RS05955	384	127	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1221679	1222077	+						45634991	AT688_RS05960	399		old_locus_tag=ERS445057_01212
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1221679	1222077	+	WP_005896821.1	WP_005896821.1		GNAT family N-acetyltransferase		45634991	AT688_RS05960	399	132	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1222091	1223395	+						45634992	AT688_RS05965	1305		old_locus_tag=ERS445057_01213
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1222091	1223395	+	WP_005896823.1	WP_005896823.1		B12-binding domain-containing radical SAM protein		45634992	AT688_RS05965	1305	434	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1223392	1224714	+						45634993	AT688_RS05970	1323		old_locus_tag=ERS445057_01214
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1223392	1224714	+	WP_032842695.1	WP_032842695.1		B12-binding domain-containing radical SAM protein		45634993	AT688_RS05970	1323	440	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1224961	1226295	+						45634994	AT688_RS05980	1335		old_locus_tag=ERS445057_01215
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1224961	1226295	+	WP_032842696.1	WP_032842696.1		B12-binding domain-containing radical SAM protein		45634994	AT688_RS05980	1335	444	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1226317	1228467	+						45634995	AT688_RS05985	2151		old_locus_tag=ERS445057_01216
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1226317	1228467	+	WP_032842697.1	WP_032842697.1		hypothetical protein		45634995	AT688_RS05985	2151	716	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1228617	1229489	-						45634996	AT688_RS05990	873		old_locus_tag=ERS445057_01217
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1228617	1229489	-	WP_225970456.1	WP_225970456.1		lauroyl acyltransferase		45634996	AT688_RS05990	873	290	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1229727	1230452	+						45634997	AT688_RS05995	726		old_locus_tag=ERS445057_01218
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1229727	1230452	+	WP_005896830.1	WP_005896830.1		MBL fold metallo-hydrolase		45634997	AT688_RS05995	726	241	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1230445	1231350	+						45634998	AT688_RS06000	906		old_locus_tag=ERS445057_01219
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1230445	1231350	+	WP_005896832.1	WP_005896832.1		GNAT family N-acetyltransferase		45634998	AT688_RS06000	906	301	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1231366	1232064	+						45634999	AT688_RS06005	699		old_locus_tag=ERS445057_01220
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1231366	1232064	+	WP_005896834.1	WP_005896834.1		hypothetical protein		45634999	AT688_RS06005	699	232	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1232079	1233626	+						45635000	AT688_RS06010	1548		old_locus_tag=ERS445057_01221
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1232079	1233626	+	WP_005896836.1	WP_005896836.1		GH3 auxin-responsive promoter family protein		45635000	AT688_RS06010	1548	515	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1233623	1234951	+						45635001	AT688_RS06015	1329		old_locus_tag=ERS445057_01222
